,user_id,loc_id,repeated,rank
0,3,1388,0.0,1670.0
1,3,2003,0.0,438.0
2,3,2195,0.0,4620.0
3,3,2218,0.0,3013.0
4,3,2278,0.0,4215.0
5,3,2467,0.0,4355.0
6,13,3245,0.0,962.0
7,21,739,0.0,37.0
8,21,829,0.0,102.0
9,21,829,0.0,102.0
10,21,833,1.0,1.0
11,21,833,1.0,1.0
12,21,833,1.0,1.0
13,21,833,1.0,1.0
14,21,833,1.0,1.0
15,21,833,1.0,1.0
16,21,833,1.0,1.0
17,21,833,1.0,1.0
18,21,833,1.0,1.0
19,21,833,1.0,1.0
20,21,833,1.0,1.0
21,21,833,1.0,1.0
22,21,833,1.0,1.0
23,21,833,1.0,1.0
24,21,833,1.0,1.0
25,21,833,1.0,1.0
26,21,833,1.0,1.0
27,21,837,1.0,7.0
28,21,837,1.0,7.0
29,21,839,1.0,2.0
30,21,839,1.0,2.0
31,21,839,1.0,2.0
32,21,839,1.0,2.0
33,21,839,1.0,2.0
34,21,841,1.0,20.0
35,21,850,1.0,8.0
36,21,850,1.0,8.0
37,21,1073,0.0,1737.0
38,21,1082,0.0,105.0
39,21,4533,0.0,7408.0
40,21,4562,0.0,2233.0
41,21,6870,1.0,25.0
42,27,1664,0.0,5395.0
43,31,93,0.0,10.0
44,31,105,0.0,1240.0
45,31,139,0.0,684.0
46,31,200,0.0,756.0
47,31,610,0.0,530.0
48,31,745,0.0,1457.0
49,31,829,1.0,9.0
50,31,857,0.0,1318.0
51,31,862,0.0,1096.0
52,31,967,1.0,2.0
53,31,967,1.0,2.0
54,31,967,1.0,2.0
55,31,969,1.0,63.0
56,31,992,1.0,79.0
57,31,1008,1.0,15.0
58,31,1031,1.0,123.0
59,31,1034,1.0,133.0
60,31,1095,0.0,255.0
61,31,1401,0.0,216.0
62,31,1425,0.0,1087.0
63,31,1545,0.0,929.0
64,31,1667,0.0,496.0
65,31,2187,0.0,4701.0
66,31,2261,0.0,425.0
67,31,2842,0.0,1209.0
68,31,3344,0.0,802.0
69,31,3392,0.0,3336.0
70,31,3416,0.0,3533.0
71,31,3417,0.0,341.0
72,31,3454,0.0,6243.0
73,31,3612,0.0,411.0
74,31,4363,0.0,5932.0
75,31,6200,0.0,4981.0
76,31,6225,0.0,2492.0
77,31,6258,0.0,4451.0
78,33,162,1.0,11.0
79,33,162,1.0,11.0
80,33,174,0.0,1979.0
81,33,759,1.0,12.0
82,33,953,1.0,2.0
83,33,953,1.0,2.0
84,33,953,1.0,2.0
85,33,953,1.0,2.0
86,33,953,1.0,2.0
87,33,953,1.0,2.0
88,33,953,1.0,2.0
89,33,953,1.0,2.0
90,33,953,1.0,2.0
91,33,953,1.0,2.0
92,33,953,1.0,2.0
93,33,972,1.0,48.0
94,33,979,0.0,1518.0
95,33,1057,1.0,9.0
96,33,1057,1.0,9.0
97,33,1057,1.0,9.0
98,33,1057,1.0,9.0
99,33,1057,1.0,9.0
100,33,1057,1.0,9.0
101,33,1057,1.0,9.0
102,33,1057,1.0,9.0
103,33,1058,1.0,7.0
104,33,1058,1.0,7.0
105,33,1098,1.0,10.0
106,33,1098,1.0,10.0
107,33,1098,1.0,10.0
108,33,1100,1.0,4.0
109,33,1102,1.0,21.0
110,33,1103,1.0,31.0
111,33,1117,1.0,302.0
112,33,1120,1.0,13.0
113,33,1124,1.0,24.0
114,33,1133,1.0,101.0
115,33,1212,1.0,70.0
116,33,1235,1.0,401.0
117,33,1276,1.0,149.0
118,33,1316,1.0,25.0
119,33,2018,1.0,392.0
120,33,2018,1.0,392.0
121,33,2684,0.0,684.0
122,33,3164,0.0,5763.0
123,33,3394,1.0,144.0
124,33,3950,0.0,2710.0
125,33,4492,0.0,2388.0
126,33,6762,0.0,3849.0
127,33,6874,1.0,104.0
128,33,6874,1.0,104.0
129,36,857,0.0,3789.0
130,36,1506,0.0,2005.0
131,36,1552,1.0,19.0
132,36,1883,0.0,4518.0
133,36,2698,0.0,381.0
134,36,3378,0.0,1207.0
135,36,3505,0.0,619.0
136,36,4818,0.0,737.0
137,36,4956,0.0,601.0
138,36,6048,1.0,18.0
139,40,180,1.0,722.0
140,40,1396,1.0,28.0
141,40,1404,1.0,3.0
142,40,1404,1.0,3.0
143,40,1412,1.0,66.0
144,40,1567,1.0,71.0
145,40,1567,1.0,71.0
146,40,1602,1.0,793.0
147,40,1697,1.0,485.0
148,40,1702,1.0,720.0
149,40,2455,0.0,4384.0
150,40,3277,0.0,2799.0
151,40,4356,0.0,2848.0
152,40,6371,0.0,5128.0
153,40,6875,1.0,1707.0
154,40,6875,1.0,1707.0
155,42,765,1.0,1.0
156,42,765,1.0,1.0
157,42,1089,1.0,2.0
158,42,1089,1.0,2.0
159,42,1169,1.0,7.0
160,42,1169,1.0,7.0
161,42,2247,0.0,150.0
162,42,2247,0.0,150.0
163,42,6103,0.0,4992.0
164,42,6103,0.0,4992.0
165,42,6203,1.0,21.0
166,42,7062,0.0,6965.0
167,43,1642,1.0,20.0
168,43,3993,0.0,389.0
169,46,0,0.0,50.0
170,46,19,1.0,4.0
171,46,93,1.0,2.0
172,46,118,0.0,411.0
173,46,1135,0.0,3452.0
174,46,1266,1.0,3.0
175,46,2008,1.0,1.0
176,46,2008,1.0,1.0
177,46,2008,1.0,1.0
178,46,2008,1.0,1.0
179,46,2008,1.0,1.0
180,46,2008,1.0,1.0
181,46,2008,1.0,1.0
182,46,2008,1.0,1.0
183,46,3269,0.0,4206.0
184,46,3923,0.0,1930.0
185,46,5389,0.0,3762.0
186,46,6482,0.0,6564.0
187,46,6877,1.0,30.0
188,46,6878,1.0,32.0
189,46,6878,1.0,32.0
190,46,7028,0.0,3592.0
191,46,7322,0.0,4367.0
192,47,457,1.0,78.0
