,user_id,loc_id,repeated,rank
0,1,6,1.0,1.0
1,1,6,1.0,1.0
2,1,6,1.0,1.0
3,1,6,1.0,1.0
4,1,6,1.0,1.0
5,1,6,1.0,1.0
6,1,6,1.0,1.0
7,1,6,1.0,1.0
8,1,6,1.0,1.0
9,1,6,1.0,1.0
10,1,6,1.0,1.0
11,1,6,1.0,1.0
12,1,6,1.0,1.0
13,1,7,1.0,3.0
14,1,7,1.0,3.0
15,1,7,1.0,3.0
16,1,7,1.0,3.0
17,1,7,1.0,3.0
18,1,7,1.0,3.0
19,1,7,1.0,3.0
20,1,7,1.0,3.0
21,1,7,1.0,3.0
22,1,7,1.0,3.0
23,1,7,1.0,3.0
24,1,7,1.0,3.0
25,1,7,1.0,3.0
26,1,7,1.0,3.0
27,1,7,1.0,3.0
28,1,7,1.0,3.0
29,1,7,1.0,3.0
30,1,7,1.0,3.0
31,1,8,1.0,5.0
32,1,8,1.0,5.0
33,1,11,1.0,19.0
34,1,12,1.0,4.0
35,1,12,1.0,4.0
36,1,13,1.0,9.0
37,1,15,1.0,29.0
38,1,19,1.0,36.0
39,1,21,1.0,31.0
40,1,30,1.0,25.0
41,1,30,1.0,25.0
42,1,32,1.0,6.0
43,1,32,1.0,6.0
44,1,40,1.0,23.0
45,1,47,1.0,15.0
46,1,54,1.0,65.0
47,1,135,0.0,110.0
48,1,192,0.0,91.0
49,1,348,0.0,315.0
50,1,540,0.0,112.0
51,1,880,0.0,158.0
52,1,1015,0.0,271.0
53,1,1019,1.0,72.0
54,1,1181,0.0,227.0
55,1,1420,0.0,427.0
56,1,1420,0.0,427.0
57,1,1694,0.0,3197.0
58,1,1884,0.0,2725.0
59,1,5162,1.0,46.0
60,1,5567,0.0,3647.0
61,1,5567,0.0,3647.0
62,1,6293,0.0,4450.0
63,2,1,0.0,4.0
64,2,64,1.0,3.0
65,2,64,1.0,3.0
66,2,64,1.0,3.0
67,2,64,1.0,3.0
68,2,64,1.0,3.0
69,2,122,1.0,2.0
70,2,122,1.0,2.0
71,2,237,1.0,75.0
72,2,580,0.0,40.0
73,2,1172,0.0,547.0
74,2,1172,0.0,547.0
75,2,1328,0.0,5605.0
76,2,2471,0.0,1088.0
77,2,2855,0.0,4347.0
78,5,1,0.0,13.0
79,5,8,1.0,1.0
80,5,8,1.0,1.0
81,5,8,1.0,1.0
82,5,277,1.0,38.0
83,5,292,1.0,29.0
84,5,319,1.0,46.0
85,5,333,1.0,15.0
86,5,333,1.0,15.0
87,5,333,1.0,15.0
88,5,333,1.0,15.0
89,5,336,1.0,61.0
90,5,336,1.0,61.0
91,5,341,1.0,3.0
92,5,341,1.0,3.0
93,5,341,1.0,3.0
94,5,343,1.0,23.0
95,5,344,1.0,19.0
96,5,344,1.0,19.0
97,5,350,1.0,21.0
98,5,351,1.0,143.0
99,5,373,1.0,41.0
100,5,375,1.0,62.0
101,5,379,1.0,14.0
102,5,389,1.0,162.0
103,5,405,0.0,66.0
104,5,529,0.0,51.0
105,5,557,1.0,17.0
106,5,570,0.0,272.0
107,5,698,0.0,254.0
108,5,986,1.0,57.0
109,5,1011,0.0,1017.0
110,5,1314,0.0,3664.0
111,5,1808,0.0,468.0
112,5,2469,1.0,125.0
113,5,2469,1.0,125.0
114,5,2819,1.0,72.0
115,5,4022,0.0,2251.0
