,user_id,loc_id,rank
0,1,63,1.0
1,1,63,1.0
2,1,63,1.0
3,1,63,1.0
4,1,63,1.0
5,1,63,1.0
6,1,63,1.0
7,1,63,1.0
8,1,63,1.0
9,1,63,1.0
10,1,63,1.0
11,1,63,1.0
12,1,63,1.0
13,1,64,3.0
14,1,64,3.0
15,1,64,3.0
16,1,64,3.0
17,1,64,3.0
18,1,64,3.0
19,1,64,3.0
20,1,64,3.0
21,1,64,3.0
22,1,64,3.0
23,1,64,3.0
24,1,64,3.0
25,1,64,3.0
26,1,64,3.0
27,1,64,3.0
28,1,64,3.0
29,1,64,3.0
30,1,64,3.0
31,1,65,4.0
32,1,65,4.0
33,1,67,23.0
34,1,68,5.0
35,1,68,5.0
36,1,69,9.0
37,1,71,30.0
38,1,75,34.0
39,1,77,27.0
40,1,85,25.0
41,1,85,25.0
42,1,87,6.0
43,1,87,6.0
44,1,95,20.0
45,1,102,17.0
46,1,109,72.0
47,1,189,152.0
48,1,243,155.0
49,1,395,651.0
50,1,748,343.0
51,1,748,343.0
52,1,1060,1742.0
53,1,1110,142.0
54,1,1143,190.0
55,1,1677,258.0
56,1,1680,39.0
57,1,1873,355.0
58,1,2366,2488.0
59,1,2681,56.0
60,1,6306,4463.0
61,1,6306,4463.0
62,1,6852,3733.0
63,2,59,31.0
64,2,119,3.0
65,2,119,3.0
66,2,119,3.0
67,2,119,3.0
68,2,119,3.0
69,2,177,1.0
70,2,177,1.0
71,2,288,201.0
72,2,430,516.0
73,2,430,516.0
74,2,1307,86.0
75,2,2007,4673.0
76,2,3047,2238.0
77,2,3350,7156.0
78,4,748,1600.0
79,4,1149,477.0
80,5,1,31.0
81,5,59,9.0
82,5,65,1.0
83,5,65,1.0
84,5,65,1.0
85,5,328,39.0
86,5,448,59.0
87,5,530,40.0
88,5,530,40.0
89,5,600,3.0
90,5,600,3.0
91,5,600,3.0
92,5,606,189.0
93,5,612,22.0
94,5,612,22.0
95,5,707,163.0
96,5,707,163.0
97,5,947,48.0
98,5,973,54.0
99,5,1136,30.0
100,5,1136,30.0
101,5,1136,30.0
102,5,1136,30.0
103,5,1141,25.0
104,5,1145,24.0
105,5,1146,143.0
106,5,1164,12.0
107,5,1173,165.0
108,5,1186,41.0
109,5,1287,17.0
110,5,1299,209.0
111,5,1433,215.0
112,5,1654,102.0
113,5,1675,542.0
114,5,1996,1661.0
115,5,2455,878.0
116,5,2589,70.0
117,5,4878,4340.0
118,5,5661,3070.0
119,5,7133,191.0
120,5,7310,42.0
121,6,58,771.0
122,6,59,35.0
123,6,65,4.0
124,6,69,6.0
125,6,78,473.0
126,6,79,233.0
127,6,353,1003.0
128,6,457,1.0
129,6,457,1.0
130,6,472,16.0
131,6,473,154.0
132,6,589,17.0
133,6,619,82.0
134,6,619,82.0
135,6,1188,3.0
136,6,1210,24.0
137,6,1232,11.0
138,6,1366,386.0
139,6,1510,3241.0
140,6,1533,332.0
141,6,1627,70.0
142,6,2212,1452.0
143,6,2746,1011.0
144,6,7358,736.0
145,8,15,611.0
146,8,23,309.0
147,8,42,69.0
148,8,65,1.0
149,8,69,8.0
150,8,69,8.0
151,8,156,556.0
152,8,165,1017.0
153,8,240,669.0
154,8,245,6343.0
155,8,248,280.0
156,8,253,779.0
157,8,369,4574.0
158,8,374,5.0
159,8,374,5.0
160,8,374,5.0
161,8,378,55.0
162,8,383,86.0
163,8,594,36.0
164,8,606,16.0
165,8,624,97.0
166,8,711,299.0
167,8,819,709.0
168,8,1110,77.0
169,8,1185,39.0
170,8,1192,529.0
171,8,1192,529.0
172,8,1202,65.0
173,8,1291,4.0
174,8,1291,4.0
175,8,1311,48.0
176,8,1319,3.0
177,8,1319,3.0
178,8,1326,50.0
179,8,1326,50.0
180,8,1349,38.0
181,8,1349,38.0
182,8,1349,38.0
183,8,1380,474.0
184,8,1382,287.0
185,8,1613,285.0
186,8,1618,188.0
187,8,1663,178.0
188,8,1673,520.0
189,8,1680,286.0
190,8,1682,112.0
191,8,1710,41.0
192,8,1710,41.0
193,8,1710,41.0
194,8,1808,81.0
195,8,1808,81.0
196,8,1822,766.0
197,8,1822,766.0
198,8,2014,256.0
199,8,2200,652.0
200,8,2456,14.0
201,8,2456,14.0
202,8,2456,14.0
203,8,2498,445.0
204,8,2530,689.0
205,8,2581,564.0
206,8,2623,725.0
207,8,3171,159.0
208,8,3335,492.0
209,8,3421,2240.0
210,8,3911,818.0
211,8,4107,4359.0
212,8,4207,6977.0
213,8,4215,1051.0
214,8,4215,1051.0
215,8,4232,1071.0
216,8,4271,2094.0
217,8,4421,2675.0
218,8,4421,2675.0
219,8,4421,2675.0
220,8,4706,1322.0
221,8,4764,3773.0
222,8,5037,5944.0
223,8,5287,1198.0
224,8,5334,5083.0
225,8,5609,2104.0
226,8,5851,5973.0
227,8,7313,7.0
228,8,7313,7.0
229,8,7313,7.0
230,8,7313,7.0
231,8,7313,7.0
232,8,7313,7.0
233,8,7313,7.0
234,8,7313,7.0
235,8,7313,7.0
236,8,7313,7.0
237,8,7313,7.0
238,8,7313,7.0
239,8,7313,7.0
240,8,7313,7.0
241,8,7313,7.0
242,8,7313,7.0
243,8,7313,7.0
244,8,7313,7.0
245,8,7313,7.0
246,8,7313,7.0
247,8,7313,7.0
248,8,7314,53.0
249,8,7314,53.0
250,8,7314,53.0
251,15,7,12.0
252,15,127,27.0
253,15,403,23.0
254,15,403,23.0
255,15,1413,100.0
256,15,5203,2410.0
257,15,7482,3887.0
258,17,1367,3270.0
259,18,61,1.0
260,18,1521,13.0
261,19,172,324.0
262,19,237,4206.0
263,19,244,286.0
264,19,248,137.0
265,19,250,1714.0
266,19,264,892.0
267,19,299,559.0
268,19,377,188.0
269,19,692,193.0
270,19,1001,850.0
271,19,1114,3.0
272,19,1302,1186.0
273,19,1530,14.0
274,19,1783,973.0
275,19,2005,3190.0
276,19,2011,4522.0
277,19,2064,152.0
278,19,2325,406.0
279,19,2725,49.0
280,19,2855,5904.0
281,19,3905,4217.0
282,19,3908,4180.0
283,19,4997,2017.0
284,19,5012,1881.0
285,19,5299,7258.0
286,19,5839,7394.0
287,19,6324,4657.0
288,19,6999,6773.0
289,19,7022,5835.0
290,19,7422,7571.0
291,19,7462,7561.0
292,21,59,10.0
293,21,244,141.0
294,21,244,141.0
295,21,299,465.0
296,21,479,401.0
297,21,1166,7.0
298,21,1567,1.0
299,21,1567,1.0
300,21,1568,3.0
301,21,2070,358.0
302,21,5868,387.0
303,21,7344,2913.0
304,21,7344,2913.0
305,21,7344,2913.0
306,21,7356,6909.0
307,22,65,2.0
308,22,1594,75.0
309,25,150,666.0
310,25,2151,783.0
311,27,39,328.0
312,27,65,1.0
313,27,65,1.0
314,27,114,1943.0
315,27,359,11.0
316,27,497,18.0
317,27,497,18.0
318,27,615,1003.0
319,27,952,1653.0
320,27,1143,271.0
321,27,1520,646.0
322,27,1522,1909.0
323,27,1573,671.0
324,27,2963,6177.0
325,27,3039,5647.0
326,27,3039,5647.0
327,27,3970,35.0
328,27,4873,380.0
329,27,5432,6363.0
330,27,7126,5037.0
331,27,7368,4827.0
332,29,65,1.0
333,29,81,376.0
334,29,377,106.0
335,29,514,30.0
336,30,59,45.0
337,30,692,250.0
338,30,873,673.0
339,30,1702,14.0
340,30,2697,2347.0
341,30,7051,2610.0
342,30,7551,6457.0
343,31,567,238.0
344,38,59,55.0
345,38,59,55.0
346,38,59,55.0
347,38,59,55.0
348,38,157,316.0
349,40,8,15.0
350,40,389,82.0
351,40,721,3611.0
352,40,874,1291.0
353,40,1489,3518.0
354,40,1744,4668.0
355,40,2003,48.0
356,40,2008,1.0
357,40,2161,425.0
358,40,3138,1101.0
359,40,4069,2173.0
360,40,4069,2173.0
361,40,4448,7316.0
362,40,4994,35.0
363,40,5564,4898.0
364,40,6349,39.0
365,40,7323,55.0
366,40,7323,55.0
367,40,7323,55.0
368,41,2072,9.0
369,41,6343,2275.0
370,43,397,214.0
371,43,606,3.0
372,43,1406,795.0
373,43,5023,1229.0
374,46,2130,1.0
375,46,2174,5461.0
376,51,2030,738.0
377,53,60,19.0
378,53,65,5.0
379,53,65,5.0
380,53,65,5.0
381,53,65,5.0
382,53,209,143.0
383,53,1052,2394.0
384,53,1116,40.0
385,53,1213,35.0
386,53,1307,142.0
387,53,2230,4.0
388,53,2231,3.0
389,53,2278,3758.0
390,53,2334,93.0
391,53,7305,2452.0
392,53,7325,39.0
393,53,7445,2520.0
394,58,61,239.0
395,58,374,14.0
396,58,418,251.0
397,58,418,251.0
398,58,467,347.0
399,58,479,945.0
400,58,606,268.0
401,58,662,486.0
402,58,957,2823.0
403,58,1112,71.0
404,58,1143,59.0
405,58,1188,126.0
406,58,1188,126.0
407,58,1239,109.0
408,58,1262,2753.0
409,58,1606,459.0
410,58,1640,1839.0
411,58,1713,100.0
412,58,1713,100.0
413,58,1720,953.0
414,58,2192,5821.0
415,58,2222,1482.0
416,58,2334,121.0
417,58,2336,49.0
418,58,2344,12.0
419,58,2357,1.0
420,58,2357,1.0
421,58,2362,6.0
422,58,2821,443.0
423,58,2821,443.0
424,58,2821,443.0
425,58,3423,1659.0
426,58,3567,1901.0
427,58,3707,837.0
428,58,3959,7489.0
429,58,3959,7489.0
430,58,4011,4541.0
431,58,4732,1615.0
432,58,7019,1389.0
433,58,7326,46.0
434,60,65,1.0
435,63,4,19.0
436,63,30,243.0
437,63,42,11.0
438,63,69,8.0
439,63,69,8.0
440,63,209,22.0
441,63,389,23.0
442,63,389,23.0
443,63,394,63.0
444,63,403,4.0
445,63,408,7.0
446,63,519,88.0
447,63,692,273.0
448,63,1120,52.0
449,63,1190,12.0
450,63,1254,5.0
451,63,1254,5.0
452,63,1254,5.0
453,63,1254,5.0
454,63,1256,28.0
455,63,1274,16.0
456,63,1291,43.0
457,63,1381,15.0
458,63,1381,15.0
459,63,1606,10.0
460,63,1621,645.0
461,63,1909,27.0
462,63,2131,5914.0
463,63,2410,39.0
464,63,2418,119.0
465,63,2890,2075.0
466,63,4176,1839.0
467,63,4544,6592.0
468,63,7302,6039.0
469,63,7330,42.0
470,63,7330,42.0
471,63,7332,112.0
472,64,59,3.0
473,64,65,1.0
474,64,65,1.0
475,64,1256,6.0
476,64,1256,6.0
477,64,1563,234.0
478,64,7317,70.0
479,66,32,24.0
480,66,32,24.0
481,66,59,218.0
482,66,166,1800.0
483,66,346,9.0
484,66,364,450.0
485,66,403,17.0
486,66,416,71.0
487,66,446,74.0
488,66,526,3409.0
489,66,551,88.0
490,66,552,42.0
491,66,835,1290.0
492,66,1150,79.0
493,66,1188,727.0
494,66,1262,123.0
495,66,1670,267.0
496,66,1851,206.0
497,66,2415,2425.0
498,66,2454,3.0
499,66,2455,86.0
500,66,2481,11.0
501,66,2481,11.0
502,66,2482,55.0
503,66,2482,55.0
504,66,2795,1512.0
505,66,2993,3166.0
506,66,3309,3291.0
507,66,3829,5928.0
508,66,4080,6541.0
509,66,4180,2671.0
510,66,4224,4355.0
511,66,6605,2682.0
512,66,6616,2716.0
513,66,6953,3706.0
514,66,7017,7430.0
515,66,7302,4960.0
516,66,7327,2086.0
517,66,7329,7133.0
518,66,7332,146.0
519,66,7396,7240.0
520,68,65,1.0
521,68,65,1.0
522,68,65,1.0
523,68,123,256.0
524,68,409,194.0
525,68,1267,506.0
526,68,1274,63.0
527,68,1579,434.0
528,68,1608,15.0
529,68,1720,29.0
530,68,1720,29.0
531,68,1866,1447.0
532,68,1916,800.0
533,68,1971,3049.0
534,68,2030,112.0
535,68,2133,3329.0
536,68,2380,395.0
537,68,2429,610.0
538,68,2552,154.0
539,68,3071,880.0
540,68,3446,492.0
541,68,3788,581.0
542,68,3820,514.0
543,68,4373,2464.0
544,68,4885,2577.0
545,70,689,4.0
546,71,81,135.0
547,71,394,5.0
548,71,691,50.0
549,71,1295,53.0
550,71,1360,403.0
551,71,2081,11.0
552,71,2260,158.0
553,71,2307,3935.0
554,71,4994,938.0
555,75,65,9.0
556,77,2978,679.0
557,80,79,8.0
558,80,359,68.0
559,80,359,68.0
560,80,374,67.0
561,80,1527,236.0
562,80,1573,441.0
563,80,1654,171.0
564,80,3547,207.0
565,80,4176,2673.0
566,80,4986,6764.0
567,81,7,3.0
568,81,446,7.0
569,81,7337,50.0
570,81,7337,50.0
571,81,7337,50.0
572,81,7337,50.0
573,81,7337,50.0
574,83,1723,501.0
575,88,3047,167.0
576,88,5036,1382.0
577,89,65,2.0
578,89,2029,907.0
579,93,59,48.0
580,93,65,4.0
581,93,65,4.0
582,93,446,443.0
583,93,551,3978.0
584,93,1202,53.0
585,93,1676,909.0
586,93,2200,9.0
587,93,2524,100.0
588,93,5037,1934.0
589,93,7374,5187.0
590,94,34,526.0
591,94,389,64.0
592,94,514,2.0
593,94,514,2.0
594,94,637,21.0
595,94,662,2417.0
596,94,1253,10.0
597,94,1349,1064.0
598,94,1874,4.0
599,94,1876,6482.0
600,94,2482,1244.0
601,94,2815,6438.0
602,94,6162,1953.0
603,95,0,230.0
604,95,12,152.0
605,95,38,259.0
606,95,58,7.0
607,95,158,9.0
608,95,169,445.0
609,95,241,754.0
610,95,294,300.0
611,95,395,14.0
612,95,510,20.0
613,95,535,483.0
614,95,802,3911.0
615,95,803,487.0
616,95,810,1017.0
617,95,1050,321.0
618,95,1271,28.0
619,95,1271,28.0
620,95,1510,209.0
621,95,1562,29.0
622,95,1583,66.0
623,95,1654,378.0
624,95,2055,995.0
625,95,2235,200.0
626,95,2260,198.0
627,95,2269,356.0
628,95,2768,1390.0
629,95,2863,5.0
630,95,2866,1.0
631,95,2866,1.0
632,95,2866,1.0
633,95,2866,1.0
634,95,2866,1.0
635,95,2866,1.0
636,95,2868,6.0
637,95,2874,2.0
638,95,2874,2.0
639,95,2874,2.0
640,95,2877,17.0
641,95,2905,135.0
642,95,2914,208.0
643,95,2915,125.0
644,95,2956,119.0
645,95,2961,158.0
646,95,2963,24.0
647,95,3021,551.0
648,95,3231,763.0
649,95,3296,1160.0
650,95,3528,7058.0
651,95,4685,1396.0
652,95,4741,1489.0
653,95,5449,2034.0
654,95,5514,3376.0
655,95,6227,7029.0
656,95,6228,7453.0
657,95,6230,3375.0
658,95,7437,4516.0
659,95,7563,3236.0
660,100,65,2.0
661,101,65,7.0
662,101,526,772.0
663,101,1360,11.0
664,101,1363,88.0
665,101,1371,32.0
666,101,1533,267.0
667,101,3993,2634.0
668,104,691,64.0
669,104,1149,2747.0
670,104,2363,5413.0
671,105,3820,448.0
672,105,6967,2867.0
673,106,462,15.0
674,106,462,15.0
675,106,921,1886.0
676,108,59,2.0
677,108,1114,3.0
678,108,7365,6034.0
679,109,7,15.0
680,109,11,14.0
681,109,249,404.0
682,109,340,3383.0
683,109,1186,44.0
684,109,1379,9.0
685,109,1814,58.0
686,109,1873,258.0
687,109,2067,1429.0
688,109,2159,790.0
689,109,2243,1796.0
690,109,2393,107.0
691,109,2594,2098.0
692,109,2818,2291.0
693,109,6646,4547.0
694,110,31,17.0
695,110,65,1.0
696,110,65,1.0
697,110,69,27.0
698,110,139,72.0
699,110,162,18.0
700,110,204,61.0
701,110,299,6.0
702,110,359,3.0
703,110,359,3.0
704,110,448,232.0
705,110,465,5.0
706,110,530,124.0
707,110,606,216.0
708,110,613,16.0
709,110,686,5904.0
710,110,740,25.0
711,110,766,635.0
712,110,1362,382.0
713,110,2150,183.0
714,110,2180,282.0
715,110,2498,100.0
716,110,2725,2.0
717,110,3101,7183.0
718,110,3101,7183.0
719,110,3339,163.0
720,110,3352,63.0
721,110,3365,19.0
722,110,3368,11.0
723,110,4017,2160.0
724,110,5057,5497.0
725,110,5888,1393.0
726,110,7310,144.0
727,110,7310,144.0
728,110,7326,4442.0
729,110,7344,69.0
730,126,62,292.0
731,126,133,222.0
732,126,159,877.0
733,126,1360,10.0
734,126,1417,182.0
735,126,2030,632.0
736,126,2127,336.0
737,131,4,4.0
738,131,209,58.0
739,131,1537,2.0
740,131,3322,1916.0
741,136,430,837.0
742,139,1379,3.0
743,140,2379,1395.0
744,146,65,1.0
745,146,65,1.0
746,146,65,1.0
747,146,65,1.0
748,146,65,1.0
749,146,65,1.0
750,146,72,734.0
751,146,133,259.0
752,146,139,45.0
753,146,227,1702.0
754,146,374,11.0
755,146,374,11.0
756,146,394,691.0
757,146,403,12.0
758,146,408,676.0
759,146,495,252.0
760,146,795,222.0
761,146,904,108.0
762,146,919,196.0
763,146,953,1173.0
764,146,1120,16.0
765,146,1143,227.0
766,146,1199,93.0
767,146,1270,187.0
