,user_id,loc_id,rank
0,1,63,1.0
1,1,63,1.0
2,1,63,1.0
3,1,63,1.0
4,1,63,1.0
5,1,63,1.0
6,1,63,1.0
7,1,63,1.0
8,1,63,1.0
9,1,63,1.0
10,1,63,1.0
11,1,63,1.0
12,1,63,1.0
13,1,64,3.0
14,1,64,3.0
15,1,64,3.0
16,1,64,3.0
17,1,64,3.0
18,1,64,3.0
19,1,64,3.0
20,1,64,3.0
21,1,64,3.0
22,1,64,3.0
23,1,64,3.0
24,1,64,3.0
25,1,64,3.0
26,1,64,3.0
27,1,64,3.0
28,1,64,3.0
29,1,64,3.0
30,1,64,3.0
31,1,65,5.0
32,1,65,5.0
33,1,67,24.0
34,1,68,4.0
35,1,68,4.0
36,1,69,9.0
37,1,71,35.0
38,1,75,41.0
39,1,77,28.0
40,1,85,20.0
41,1,85,20.0
42,1,87,6.0
43,1,87,6.0
44,1,95,21.0
45,1,102,18.0
46,1,109,75.0
47,1,189,97.0
48,1,243,188.0
49,1,395,249.0
50,1,748,307.0
51,1,748,307.0
52,1,1060,1218.0
53,1,1110,99.0
54,1,1143,174.0
55,1,1677,263.0
56,1,1680,43.0
57,1,1873,411.0
58,1,2366,3193.0
59,1,2681,67.0
60,1,6306,3297.0
61,1,6306,3297.0
62,1,6852,5691.0
63,2,59,9.0
64,2,119,4.0
65,2,119,4.0
66,2,119,4.0
67,2,119,4.0
68,2,119,4.0
69,2,177,3.0
70,2,177,3.0
71,2,288,237.0
72,2,430,982.0
73,2,430,982.0
74,2,1307,46.0
75,2,2007,4947.0
76,2,3047,871.0
77,2,3350,5573.0
78,4,748,2067.0
79,4,1149,920.0
80,5,1,29.0
81,5,59,13.0
82,5,65,1.0
83,5,65,1.0
84,5,65,1.0
85,5,328,37.0
86,5,448,84.0
87,5,530,36.0
88,5,530,36.0
89,5,600,3.0
90,5,600,3.0
91,5,600,3.0
92,5,606,229.0
93,5,612,17.0
94,5,612,17.0
95,5,707,152.0
96,5,707,152.0
97,5,947,41.0
98,5,973,49.0
99,5,1136,21.0
100,5,1136,21.0
101,5,1136,21.0
102,5,1136,21.0
103,5,1141,20.0
104,5,1145,18.0
105,5,1146,160.0
106,5,1164,7.0
107,5,1173,174.0
108,5,1186,40.0
109,5,1287,31.0
110,5,1299,348.0
111,5,1433,243.0
112,5,1654,90.0
113,5,1675,542.0
114,5,1996,1224.0
115,5,2455,764.0
116,5,2589,59.0
117,5,4878,4576.0
118,5,5661,2227.0
119,5,7133,183.0
120,5,7310,44.0
121,6,58,364.0
122,6,59,49.0
123,6,65,3.0
124,6,69,6.0
125,6,78,1114.0
126,6,79,552.0
127,6,353,717.0
128,6,457,1.0
129,6,457,1.0
130,6,472,21.0
131,6,473,297.0
132,6,589,17.0
133,6,619,46.0
134,6,619,46.0
135,6,1188,4.0
136,6,1210,27.0
137,6,1232,10.0
138,6,1366,1192.0
139,6,1510,3136.0
140,6,1533,619.0
141,6,1627,83.0
142,6,2212,1787.0
143,6,2746,559.0
144,6,7358,1886.0
145,8,15,548.0
146,8,23,332.0
147,8,42,61.0
148,8,65,1.0
149,8,69,8.0
150,8,69,8.0
151,8,156,611.0
152,8,165,422.0
153,8,240,593.0
154,8,245,6871.0
155,8,248,266.0
156,8,253,1153.0
157,8,369,5383.0
158,8,374,7.0
159,8,374,7.0
160,8,374,7.0
161,8,378,69.0
162,8,383,70.0
163,8,594,35.0
164,8,606,16.0
165,8,624,86.0
166,8,711,367.0
167,8,819,732.0
168,8,1110,75.0
169,8,1185,32.0
170,8,1192,571.0
171,8,1192,571.0
172,8,1202,58.0
173,8,1291,4.0
174,8,1291,4.0
175,8,1311,49.0
176,8,1319,3.0
177,8,1319,3.0
178,8,1326,48.0
179,8,1326,48.0
180,8,1349,31.0
181,8,1349,31.0
182,8,1349,31.0
183,8,1380,530.0
184,8,1382,378.0
185,8,1613,365.0
186,8,1618,251.0
187,8,1663,272.0
188,8,1673,427.0
189,8,1680,464.0
190,8,1682,89.0
191,8,1710,36.0
192,8,1710,36.0
193,8,1710,36.0
194,8,1808,62.0
195,8,1808,62.0
196,8,1822,836.0
197,8,1822,836.0
198,8,2014,275.0
199,8,2200,618.0
200,8,2456,13.0
201,8,2456,13.0
202,8,2456,13.0
203,8,2498,306.0
204,8,2530,755.0
205,8,2581,564.0
206,8,2623,914.0
207,8,3171,149.0
208,8,3335,501.0
209,8,3421,2690.0
210,8,3911,629.0
211,8,4107,4512.0
212,8,4207,7283.0
213,8,4215,1123.0
214,8,4215,1123.0
215,8,4232,1618.0
216,8,4271,2739.0
217,8,4421,2959.0
218,8,4421,2959.0
219,8,4421,2959.0
220,8,4706,1930.0
221,8,4764,4182.0
222,8,5037,1052.0
223,8,5287,1727.0
224,8,5334,5743.0
225,8,5609,2127.0
226,8,5851,7221.0
227,8,7313,6.0
228,8,7313,6.0
229,8,7313,6.0
230,8,7313,6.0
231,8,7313,6.0
232,8,7313,6.0
233,8,7313,6.0
234,8,7313,6.0
235,8,7313,6.0
236,8,7313,6.0
237,8,7313,6.0
238,8,7313,6.0
239,8,7313,6.0
240,8,7313,6.0
241,8,7313,6.0
242,8,7313,6.0
243,8,7313,6.0
244,8,7313,6.0
245,8,7313,6.0
246,8,7313,6.0
247,8,7313,6.0
248,8,7314,51.0
249,8,7314,51.0
250,8,7314,51.0
251,15,7,12.0
252,15,127,27.0
253,15,403,22.0
254,15,403,22.0
255,15,1413,102.0
256,15,5203,1701.0
257,15,7482,6689.0
258,17,1367,29.0
259,18,61,1.0
260,18,1521,13.0
261,19,172,755.0
262,19,237,2760.0
263,19,244,360.0
264,19,248,172.0
265,19,250,2148.0
266,19,264,1549.0
267,19,299,1140.0
268,19,377,193.0
269,19,692,210.0
270,19,1001,1691.0
271,19,1114,8.0
272,19,1302,1085.0
273,19,1530,19.0
274,19,1783,1259.0
275,19,2005,2960.0
276,19,2011,7525.0
277,19,2064,175.0
278,19,2325,959.0
279,19,2725,51.0
280,19,2855,3698.0
281,19,3905,4994.0
282,19,3908,3529.0
283,19,4997,3384.0
284,19,5012,2132.0
285,19,5299,3239.0
286,19,5839,4116.0
287,19,6324,4476.0
288,19,6999,4492.0
289,19,7022,6565.0
290,19,7422,7536.0
291,19,7462,7350.0
292,21,59,11.0
293,21,244,1901.0
294,21,244,1901.0
295,21,299,160.0
296,21,479,300.0
297,21,1166,7.0
298,21,1567,1.0
299,21,1567,1.0
300,21,1568,6.0
301,21,2070,599.0
302,21,5868,959.0
303,21,7344,7058.0
304,21,7344,7058.0
305,21,7344,7058.0
306,21,7356,7416.0
307,22,65,2.0
308,22,1594,77.0
309,25,150,2066.0
310,25,2151,2953.0
311,27,39,256.0
312,27,65,1.0
313,27,65,1.0
314,27,114,4248.0
315,27,359,7.0
316,27,497,13.0
317,27,497,13.0
318,27,615,1385.0
319,27,952,655.0
320,27,1143,160.0
321,27,1520,387.0
322,27,1522,1392.0
323,27,1573,754.0
324,27,2963,6477.0
325,27,3039,2942.0
326,27,3039,2942.0
327,27,3970,36.0
328,27,4873,493.0
329,27,5432,3746.0
330,27,7126,6687.0
331,27,7368,1780.0
332,29,65,1.0
333,29,81,400.0
334,29,377,144.0
335,29,514,18.0
336,30,59,90.0
337,30,692,215.0
338,30,873,807.0
339,30,1702,15.0
340,30,2697,5686.0
341,30,7051,3322.0
342,30,7551,7568.0
343,31,567,232.0
344,38,59,34.0
345,38,59,34.0
346,38,59,34.0
347,38,59,34.0
348,38,157,287.0
349,40,8,14.0
350,40,389,103.0
351,40,721,3149.0
352,40,874,584.0
353,40,1489,2395.0
354,40,1744,3394.0
355,40,2003,50.0
356,40,2008,1.0
357,40,2161,472.0
358,40,3138,530.0
359,40,4069,993.0
360,40,4069,993.0
361,40,4448,5622.0
362,40,4994,37.0
363,40,5564,4590.0
364,40,6349,39.0
365,40,7323,56.0
366,40,7323,56.0
367,40,7323,56.0
368,41,2072,6.0
369,41,6343,1415.0
370,43,397,149.0
371,43,606,3.0
372,43,1406,652.0
373,43,5023,1694.0
374,46,2130,1.0
375,46,2174,4144.0
376,51,2030,515.0
377,53,60,17.0
378,53,65,6.0
379,53,65,6.0
380,53,65,6.0
381,53,65,6.0
382,53,209,141.0
383,53,1052,2294.0
384,53,1116,32.0
385,53,1213,37.0
386,53,1307,142.0
387,53,2230,4.0
388,53,2231,3.0
389,53,2278,2580.0
390,53,2334,81.0
391,53,7305,3990.0
392,53,7325,40.0
393,53,7445,3709.0
394,58,61,162.0
395,58,374,39.0
396,58,418,235.0
397,58,418,235.0
398,58,467,237.0
399,58,479,401.0
400,58,606,215.0
401,58,662,602.0
402,58,957,2189.0
403,58,1112,109.0
404,58,1143,63.0
405,58,1188,136.0
406,58,1188,136.0
407,58,1239,130.0
408,58,1262,778.0
409,58,1606,389.0
410,58,1640,634.0
411,58,1713,95.0
412,58,1713,95.0
413,58,1720,1446.0
414,58,2192,3204.0
415,58,2222,344.0
416,58,2334,129.0
417,58,2336,47.0
418,58,2344,10.0
419,58,2357,1.0
420,58,2357,1.0
421,58,2362,6.0
422,58,2821,995.0
423,58,2821,995.0
424,58,2821,995.0
425,58,3423,3243.0
426,58,3567,1685.0
427,58,3707,1380.0
428,58,3959,7131.0
429,58,3959,7131.0
430,58,4011,4373.0
431,58,4732,2221.0
432,58,7019,1894.0
433,58,7326,45.0
434,60,65,1.0
435,63,4,19.0
436,63,30,384.0
437,63,42,10.0
438,63,69,8.0
439,63,69,8.0
440,63,209,21.0
441,63,389,24.0
442,63,389,24.0
443,63,394,84.0
444,63,403,4.0
445,63,408,7.0
446,63,519,75.0
447,63,692,223.0
448,63,1120,48.0
449,63,1190,12.0
450,63,1254,5.0
451,63,1254,5.0
452,63,1254,5.0
453,63,1254,5.0
454,63,1256,43.0
455,63,1274,17.0
456,63,1291,41.0
457,63,1381,15.0
458,63,1381,15.0
459,63,1606,11.0
460,63,1621,319.0
461,63,1909,25.0
462,63,2131,870.0
463,63,2410,40.0
464,63,2418,119.0
465,63,2890,2141.0
466,63,4176,4264.0
467,63,4544,4335.0
468,63,7302,7066.0
469,63,7330,39.0
470,63,7330,39.0
471,63,7332,114.0
472,64,59,2.0
473,64,65,1.0
474,64,65,1.0
475,64,1256,4.0
476,64,1256,4.0
477,64,1563,632.0
478,64,7317,120.0
479,66,32,26.0
480,66,32,26.0
481,66,59,61.0
482,66,166,517.0
483,66,346,11.0
484,66,364,1007.0
485,66,403,18.0
486,66,416,95.0
487,66,446,75.0
488,66,526,1245.0
489,66,551,108.0
490,66,552,52.0
491,66,835,933.0
492,66,1150,99.0
493,66,1188,1239.0
494,66,1262,138.0
495,66,1670,527.0
496,66,1851,139.0
497,66,2415,1136.0
498,66,2454,2.0
499,66,2455,132.0
500,66,2481,12.0
501,66,2481,12.0
502,66,2482,56.0
503,66,2482,56.0
504,66,2795,2943.0
505,66,2993,3085.0
506,66,3309,2220.0
507,66,3829,2135.0
508,66,4080,1655.0
509,66,4180,5363.0
510,66,4224,4199.0
511,66,6605,5431.0
512,66,6616,5981.0
513,66,6953,7015.0
514,66,7017,5320.0
515,66,7302,6681.0
516,66,7327,4629.0
517,66,7329,5651.0
518,66,7332,200.0
519,66,7396,6575.0
520,68,65,1.0
521,68,65,1.0
522,68,65,1.0
523,68,123,221.0
524,68,409,202.0
525,68,1267,434.0
526,68,1274,76.0
527,68,1579,381.0
528,68,1608,15.0
529,68,1720,28.0
530,68,1720,28.0
531,68,1866,1197.0
532,68,1916,486.0
533,68,1971,1547.0
534,68,2030,97.0
535,68,2133,2146.0
536,68,2380,503.0
537,68,2429,495.0
538,68,2552,128.0
539,68,3071,766.0
540,68,3446,1040.0
541,68,3788,645.0
542,68,3820,588.0
543,68,4373,3571.0
544,68,4885,2314.0
545,70,689,3.0
546,71,81,129.0
547,71,394,5.0
548,71,691,51.0
549,71,1295,56.0
550,71,1360,412.0
551,71,2081,11.0
552,71,2260,178.0
553,71,2307,1979.0
554,71,4994,1152.0
555,75,65,9.0
556,77,2978,2044.0
557,80,79,8.0
558,80,359,61.0
559,80,359,61.0
560,80,374,54.0
561,80,1527,277.0
562,80,1573,1423.0
563,80,1654,313.0
564,80,3547,666.0
565,80,4176,5561.0
566,80,4986,3416.0
567,81,7,3.0
568,81,446,7.0
569,81,7337,46.0
570,81,7337,46.0
571,81,7337,46.0
572,81,7337,46.0
573,81,7337,46.0
574,83,1723,1759.0
575,88,3047,447.0
576,88,5036,2625.0
577,89,65,2.0
578,89,2029,661.0
579,93,59,49.0
580,93,65,4.0
581,93,65,4.0
582,93,446,478.0
583,93,551,490.0
584,93,1202,75.0
585,93,1676,1409.0
586,93,2200,10.0
587,93,2524,265.0
588,93,5037,528.0
589,93,7374,3421.0
590,94,34,1238.0
591,94,389,104.0
592,94,514,2.0
593,94,514,2.0
594,94,637,32.0
595,94,662,936.0
596,94,1253,22.0
597,94,1349,472.0
598,94,1874,4.0
599,94,1876,2186.0
600,94,2482,2546.0
601,94,2815,3981.0
602,94,6162,2962.0
603,95,0,626.0
604,95,12,173.0
605,95,38,315.0
606,95,58,8.0
607,95,158,9.0
608,95,169,622.0
609,95,241,2398.0
610,95,294,599.0
611,95,395,18.0
612,95,510,21.0
613,95,535,568.0
614,95,802,1370.0
615,95,803,262.0
616,95,810,975.0
617,95,1050,396.0
618,95,1271,27.0
619,95,1271,27.0
620,95,1510,310.0
621,95,1562,33.0
622,95,1583,68.0
623,95,1654,587.0
624,95,2055,2397.0
625,95,2235,192.0
626,95,2260,216.0
627,95,2269,394.0
628,95,2768,4434.0
629,95,2863,5.0
630,95,2866,1.0
631,95,2866,1.0
632,95,2866,1.0
633,95,2866,1.0
634,95,2866,1.0
635,95,2866,1.0
636,95,2868,6.0
637,95,2874,2.0
638,95,2874,2.0
639,95,2874,2.0
640,95,2877,16.0
641,95,2905,129.0
642,95,2914,285.0
643,95,2915,145.0
644,95,2956,137.0
645,95,2961,184.0
646,95,2963,26.0
647,95,3021,1707.0
648,95,3231,716.0
649,95,3296,1314.0
650,95,3528,6163.0
651,95,4685,3685.0
652,95,4741,3809.0
653,95,5449,5193.0
654,95,5514,6658.0
655,95,6227,6627.0
656,95,6228,7341.0
657,95,6230,6585.0
658,95,7437,4822.0
659,95,7563,6194.0
660,100,65,2.0
661,101,65,8.0
662,101,526,745.0
663,101,1360,11.0
664,101,1363,89.0
665,101,1371,28.0
666,101,1533,686.0
667,101,3993,4511.0
668,104,691,71.0
669,104,1149,1898.0
670,104,2363,6937.0
671,105,3820,519.0
672,105,6967,5073.0
673,106,462,15.0
674,106,462,15.0
675,106,921,1764.0
676,108,59,2.0
677,108,1114,3.0
678,108,7365,6907.0
679,109,7,10.0
680,109,11,16.0
681,109,249,1411.0
682,109,340,4872.0
683,109,1186,45.0
684,109,1379,9.0
685,109,1814,379.0
686,109,1873,255.0
687,109,2067,1847.0
688,109,2159,682.0
689,109,2243,1438.0
690,109,2393,96.0
691,109,2594,5869.0
692,109,2818,5926.0
693,109,6646,5030.0
694,110,31,18.0
695,110,65,1.0
696,110,65,1.0
697,110,69,20.0
698,110,139,73.0
699,110,162,16.0
700,110,204,48.0
701,110,299,5.0
702,110,359,3.0
703,110,359,3.0
704,110,448,322.0
705,110,465,6.0
706,110,530,127.0
707,110,606,289.0
708,110,613,14.0
709,110,686,3198.0
710,110,740,23.0
711,110,766,678.0
712,110,1362,852.0
713,110,2150,140.0
714,110,2180,239.0
715,110,2498,82.0
716,110,2725,2.0
717,110,3101,1874.0
718,110,3101,1874.0
719,110,3339,137.0
720,110,3352,63.0
721,110,3365,19.0
722,110,3368,11.0
723,110,4017,1285.0
724,110,5057,7012.0
725,110,5888,4083.0
726,110,7310,131.0
727,110,7310,131.0
728,110,7326,5886.0
729,110,7344,67.0
730,126,62,304.0
731,126,133,292.0
732,126,159,914.0
733,126,1360,9.0
734,126,1417,211.0
735,126,2030,466.0
736,126,2127,758.0
737,131,4,4.0
738,131,209,60.0
739,131,1537,3.0
740,131,3322,1407.0
741,136,430,1938.0
742,139,1379,3.0
743,140,2379,2607.0
744,146,65,1.0
745,146,65,1.0
746,146,65,1.0
747,146,65,1.0
748,146,65,1.0
749,146,65,1.0
750,146,72,645.0
751,146,133,463.0
752,146,139,45.0
753,146,227,1043.0
754,146,374,15.0
755,146,374,15.0
756,146,394,461.0
757,146,403,6.0
758,146,408,907.0
759,146,495,368.0
760,146,795,239.0
761,146,904,130.0
762,146,919,330.0
763,146,953,1663.0
764,146,1120,16.0
765,146,1143,303.0
766,146,1199,111.0
