,user_id,loc_id,rank
0,1,22,15.0
1,1,22,15.0
2,1,23,25.0
3,1,51,16.0
4,1,58,57.0
5,1,5031,2375.0
6,2,72,1.0
7,2,72,1.0
8,2,72,1.0
9,2,72,1.0
10,2,72,1.0
11,2,72,1.0
12,2,72,1.0
13,2,72,1.0
14,2,72,1.0
15,2,72,1.0
16,2,72,1.0
17,2,1205,76.0
18,2,1205,76.0
19,2,1506,174.0
20,2,4207,1821.0
21,3,98,1.0
22,3,98,1.0
23,4,104,1.0
24,11,799,1220.0
25,13,158,5.0
26,13,161,1.0
27,20,286,1.0
28,20,286,1.0
29,20,304,9.0
30,20,312,10.0
31,20,752,100.0
32,21,334,27.0
33,21,355,14.0
34,21,371,22.0
35,23,12,1.0
36,25,12,1.0
37,25,97,2.0
38,25,97,2.0
39,25,97,2.0
40,25,97,2.0
41,29,450,1.0
42,32,477,2.0
43,32,477,2.0
44,32,477,2.0
45,32,477,2.0
46,32,477,2.0
47,32,477,2.0
48,32,477,2.0
49,32,477,2.0
50,32,477,2.0
51,32,477,2.0
52,32,478,1.0
53,32,478,1.0
54,32,478,1.0
55,32,478,1.0
56,32,478,1.0
57,32,478,1.0
58,32,478,1.0
59,32,478,1.0
60,32,478,1.0
61,32,478,1.0
62,34,162,1.0
63,34,162,1.0
64,35,497,6.0
65,40,572,1.0
66,40,572,1.0
67,40,572,1.0
68,45,599,1.0
69,45,604,4.0
70,45,3403,572.0
71,45,3403,572.0
72,47,1,10.0
73,49,9,2.0
74,49,71,29.0
75,49,329,3.0
76,49,329,3.0
77,49,8909,8723.0
78,50,1520,276.0
79,59,41,2.0
80,67,715,6.0
81,67,772,204.0
82,72,12,1.0
83,72,12,1.0
84,72,12,1.0
85,72,12,1.0
86,72,12,1.0
87,72,12,1.0
88,76,975,1.0
89,79,9,2.0
90,79,9,2.0
91,79,12,1.0
92,79,12,1.0
93,79,12,1.0
94,79,12,1.0
95,81,1225,88.0
96,81,3658,1493.0
97,81,3924,636.0
98,81,4529,642.0
99,82,773,1.0
100,82,773,1.0
101,82,773,1.0
102,82,773,1.0
103,82,773,1.0
104,82,773,1.0
105,82,773,1.0
106,82,773,1.0
107,82,773,1.0
108,82,773,1.0
109,82,773,1.0
110,82,773,1.0
111,82,994,5.0
112,82,994,5.0
113,82,994,5.0
114,82,994,5.0
115,82,994,5.0
116,82,994,5.0
117,82,994,5.0
118,82,994,5.0
119,82,994,5.0
120,82,994,5.0
121,82,994,5.0
122,82,994,5.0
123,84,98,4.0
124,86,9,2.0
125,89,1013,1.0
126,89,1013,1.0
127,89,1013,1.0
128,89,1013,1.0
129,89,1013,1.0
130,89,1013,1.0
131,89,1013,1.0
132,89,1013,1.0
133,89,1013,1.0
134,89,1013,1.0
135,89,1013,1.0
136,89,1013,1.0
137,89,1013,1.0
138,89,1013,1.0
139,89,1013,1.0
140,89,1013,1.0
141,89,1013,1.0
142,89,1013,1.0
143,89,1013,1.0
144,89,1013,1.0
145,89,1013,1.0
146,89,1013,1.0
147,89,1013,1.0
148,89,1013,1.0
149,89,1013,1.0
150,89,1013,1.0
151,89,1013,1.0
152,89,1013,1.0
153,89,1013,1.0
154,89,1013,1.0
155,89,1013,1.0
156,89,1013,1.0
157,89,1013,1.0
158,89,1013,1.0
159,89,1013,1.0
160,89,1013,1.0
161,89,1013,1.0
162,89,1013,1.0
163,89,1013,1.0
164,89,1013,1.0
165,89,1013,1.0
166,89,1013,1.0
167,89,1013,1.0
168,89,1013,1.0
169,89,1013,1.0
170,89,1013,1.0
171,89,1013,1.0
172,89,1013,1.0
173,89,1013,1.0
174,89,1013,1.0
175,89,1013,1.0
176,89,1013,1.0
177,89,1013,1.0
178,89,1013,1.0
179,89,1013,1.0
180,89,1013,1.0
181,89,1013,1.0
182,89,1013,1.0
183,89,1013,1.0
184,89,1013,1.0
185,89,1013,1.0
186,89,1013,1.0
187,89,1013,1.0
188,89,1013,1.0
189,89,1013,1.0
190,89,1013,1.0
191,89,1013,1.0
192,89,1013,1.0
193,89,1013,1.0
194,89,1013,1.0
195,89,1013,1.0
196,89,1013,1.0
197,89,1013,1.0
198,89,1013,1.0
199,89,1013,1.0
200,89,1013,1.0
201,89,1013,1.0
202,89,1013,1.0
203,89,1013,1.0
204,89,1013,1.0
205,89,1013,1.0
206,89,1013,1.0
207,89,1013,1.0
208,89,1013,1.0
209,89,1013,1.0
210,89,1013,1.0
211,89,1013,1.0
212,89,1013,1.0
213,89,1013,1.0
214,89,1013,1.0
215,89,1013,1.0
216,89,1013,1.0
217,89,1013,1.0
218,89,1013,1.0
219,89,1013,1.0
220,89,1013,1.0
221,89,1013,1.0
222,89,1013,1.0
223,89,1013,1.0
224,89,1013,1.0
225,89,1013,1.0
226,89,1013,1.0
227,89,1013,1.0
228,89,1013,1.0
229,89,1013,1.0
230,89,1013,1.0
231,89,1013,1.0
232,89,1013,1.0
233,89,1013,1.0
234,89,1013,1.0
235,94,477,6.0
236,94,477,6.0
237,94,477,6.0
238,94,477,6.0
239,94,477,6.0
240,94,477,6.0
241,94,477,6.0
242,94,477,6.0
243,94,477,6.0
244,94,1031,7.0
245,94,1031,7.0
246,94,1031,7.0
247,94,1031,7.0
248,94,1031,7.0
249,94,1031,7.0
250,94,1031,7.0
251,94,1031,7.0
252,94,1031,7.0
253,94,1031,7.0
254,94,1031,7.0
255,97,97,3.0
256,97,97,3.0
257,97,97,3.0
258,97,107,172.0
259,97,526,97.0
260,97,527,7.0
261,97,538,1769.0
262,97,1046,1.0
263,97,1066,2.0
264,97,1066,2.0
265,97,1236,337.0
266,100,394,2.0
267,100,394,2.0
268,100,394,2.0
269,100,394,2.0
270,100,394,2.0
271,100,700,8.0
272,100,700,8.0
273,100,700,8.0
274,123,97,1.0
275,123,5367,3088.0
276,124,9,2.0
277,124,678,6.0
278,125,8751,3177.0
279,131,7076,6134.0
280,134,97,1.0
281,134,97,1.0
282,134,97,1.0
283,134,97,1.0
284,134,97,1.0
285,136,7887,6635.0
286,146,1341,1.0
287,146,1341,1.0
288,146,1341,1.0
289,146,1348,4.0
290,146,1350,2.0
291,147,97,1.0
292,147,97,1.0
293,148,138,64.0
294,148,138,64.0
295,148,138,64.0
296,148,138,64.0
297,148,138,64.0
298,148,138,64.0
299,148,138,64.0
300,148,138,64.0
301,148,138,64.0
302,148,138,64.0
303,148,138,64.0
304,148,1361,15.0
305,153,117,3.0
306,155,9,2.0
307,155,9,2.0
308,155,9,2.0
309,155,9,2.0
310,155,9,2.0
311,155,9,2.0
312,155,9,2.0
313,155,9,2.0
314,155,275,6.0
315,155,2500,1054.0
316,156,117,3.0
317,156,117,3.0
318,156,1420,1.0
319,164,97,1.0
320,174,11,23.0
321,177,9,2.0
322,177,12,1.0
323,177,12,1.0
324,177,12,1.0
325,177,12,1.0
326,177,12,1.0
327,177,12,1.0
328,177,12,1.0
329,177,12,1.0
330,177,12,1.0
331,177,12,1.0
332,177,12,1.0
333,177,12,1.0
334,177,12,1.0
335,177,12,1.0
336,177,12,1.0
337,177,12,1.0
338,177,12,1.0
339,177,15,11.0
340,177,1518,36.0
341,180,9,2.0
342,181,1542,2.0
343,181,1546,1.0
344,184,12,1.0
345,184,12,1.0
346,189,116,11.0
347,192,1605,8.0
348,192,1605,8.0
349,192,1605,8.0
350,192,1607,2.0
351,192,1607,2.0
352,192,1607,2.0
353,192,1607,2.0
354,192,1609,1.0
355,192,1609,1.0
356,192,1609,1.0
357,192,1609,1.0
358,192,1609,1.0
359,192,1609,1.0
360,192,1609,1.0
361,192,1614,13.0
362,192,1624,17.0
363,194,206,27.0
364,194,765,76.0
365,197,75,508.0
366,197,97,4.0
367,200,1666,1.0
368,206,1514,831.0
369,206,1514,831.0
370,216,1751,1.0
371,216,1751,1.0
372,219,97,2.0
373,221,287,17.0
374,223,1785,1.0
375,223,1785,1.0
376,223,1785,1.0
377,223,1785,1.0
378,223,1785,1.0
379,223,1785,1.0
380,223,1785,1.0
381,223,1785,1.0
382,223,1785,1.0
383,223,1785,1.0
384,223,1785,1.0
385,223,1785,1.0
386,223,1785,1.0
387,223,1785,1.0
388,223,1785,1.0
389,223,1785,1.0
390,223,1785,1.0
391,223,1785,1.0
392,223,1785,1.0
393,223,1785,1.0
394,223,1785,1.0
395,223,1785,1.0
396,223,1785,1.0
397,223,1785,1.0
398,223,1785,1.0
399,229,153,8.0
400,229,1389,4.0
401,232,97,2.0
402,239,9,3.0
403,239,281,11.0
404,239,989,4.0
405,241,6920,7837.0
406,245,97,2.0
407,245,97,2.0
408,245,97,2.0
409,245,97,2.0
410,245,1938,56.0
411,245,4420,2436.0
