,user_id,loc_id,rank
0,3,1388,98.0
1,3,2003,11.0
2,3,2195,1980.0
3,3,2218,543.0
4,3,2278,552.0
5,3,2467,1436.0
6,13,3245,3659.0
7,21,739,36.0
8,21,829,424.0
9,21,829,424.0
10,21,833,1.0
11,21,833,1.0
12,21,833,1.0
13,21,833,1.0
14,21,833,1.0
15,21,833,1.0
16,21,833,1.0
17,21,833,1.0
18,21,833,1.0
19,21,833,1.0
20,21,833,1.0
21,21,833,1.0
22,21,833,1.0
23,21,833,1.0
24,21,833,1.0
25,21,833,1.0
26,21,833,1.0
27,21,837,6.0
28,21,837,6.0
29,21,839,2.0
30,21,839,2.0
31,21,839,2.0
32,21,839,2.0
33,21,839,2.0
34,21,841,25.0
35,21,850,8.0
36,21,850,8.0
37,21,1073,3784.0
38,21,1082,70.0
39,21,4533,7042.0
40,21,4562,1849.0
41,21,6870,22.0
42,27,1664,4677.0
43,31,93,19.0
44,31,105,1354.0
45,31,139,735.0
46,31,200,1432.0
47,31,610,886.0
48,31,745,1002.0
49,31,829,10.0
50,31,857,429.0
51,31,862,534.0
52,31,967,2.0
53,31,967,2.0
54,31,967,2.0
55,31,969,87.0
56,31,992,94.0
57,31,1008,18.0
58,31,1031,121.0
59,31,1034,146.0
60,31,1095,176.0
61,31,1401,294.0
62,31,1425,377.0
63,31,1545,2629.0
64,31,1667,505.0
65,31,2187,2879.0
66,31,2261,1054.0
67,31,2842,1811.0
68,31,3344,2729.0
69,31,3392,4610.0
70,31,3416,1668.0
71,31,3417,975.0
72,31,3454,4675.0
73,31,3612,1107.0
74,31,4363,7104.0
75,31,6200,6198.0
76,31,6225,6426.0
77,31,6258,6797.0
78,33,162,11.0
79,33,162,11.0
80,33,174,1209.0
81,33,759,13.0
82,33,953,2.0
83,33,953,2.0
84,33,953,2.0
85,33,953,2.0
86,33,953,2.0
87,33,953,2.0
88,33,953,2.0
89,33,953,2.0
90,33,953,2.0
91,33,953,2.0
92,33,953,2.0
93,33,972,47.0
94,33,979,1525.0
95,33,1057,7.0
96,33,1057,7.0
97,33,1057,7.0
98,33,1057,7.0
99,33,1057,7.0
100,33,1057,7.0
101,33,1057,7.0
102,33,1057,7.0
103,33,1058,9.0
104,33,1058,9.0
105,33,1098,10.0
106,33,1098,10.0
107,33,1098,10.0
108,33,1100,4.0
109,33,1102,19.0
110,33,1103,31.0
111,33,1117,340.0
112,33,1120,12.0
113,33,1124,23.0
114,33,1133,95.0
115,33,1212,80.0
116,33,1235,385.0
117,33,1276,148.0
118,33,1316,25.0
119,33,2018,313.0
120,33,2018,313.0
121,33,2684,854.0
122,33,3164,1857.0
123,33,3394,138.0
124,33,3950,3003.0
125,33,4492,3103.0
126,33,6762,7154.0
127,33,6874,98.0
128,33,6874,98.0
129,36,857,3623.0
130,36,1506,456.0
131,36,1552,4.0
132,36,1883,4250.0
133,36,2698,756.0
134,36,3378,1726.0
135,36,3505,2392.0
136,36,4818,392.0
137,36,4956,1633.0
138,36,6048,9.0
139,40,180,1181.0
